mfcc_0_mean,mfcc_0_std,mfcc_0_min,mfcc_0_max,mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_14_mean,mfcc_14_std,mfcc_14_min,mfcc_14_max,mfcc_15_mean,mfcc_15_std,mfcc_15_min,mfcc_15_max,mfcc_16_mean,mfcc_16_std,mfcc_16_min,mfcc_16_max,mfcc_17_mean,mfcc_17_std,mfcc_17_min,mfcc_17_max,mfcc_18_mean,mfcc_18_std,mfcc_18_min,mfcc_18_max,mfcc_19_mean,mfcc_19_std,mfcc_19_min,mfcc_19_max,delta_mfcc_0_mean,delta_mfcc_0_std,delta_mfcc_0_min,delta_mfcc_0_max,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_1_min,delta_mfcc_1_max,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_2_min,delta_mfcc_2_max,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_3_min,delta_mfcc_3_max,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_4_min,delta_mfcc_4_max,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_5_min,delta_mfcc_5_max,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_6_min,delta_mfcc_6_max,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_7_min,delta_mfcc_7_max,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_8_min,delta_mfcc_8_max,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_9_min,delta_mfcc_9_max,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_10_min,delta_mfcc_10_max,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_11_min,delta_mfcc_11_max,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_12_min,delta_mfcc_12_max,delta_mfcc_13_mean,delta_mfcc_13_std,delta_mfcc_13_min,delta_mfcc_13_max,delta_mfcc_14_mean,delta_mfcc_14_std,delta_mfcc_14_min,delta_mfcc_14_max,delta_mfcc_15_mean,delta_mfcc_15_std,delta_mfcc_15_min,delta_mfcc_15_max,delta_mfcc_16_mean,delta_mfcc_16_std,delta_mfcc_16_min,delta_mfcc_16_max,delta_mfcc_17_mean,delta_mfcc_17_std,delta_mfcc_17_min,delta_mfcc_17_max,delta_mfcc_18_mean,delta_mfcc_18_std,delta_mfcc_18_min,delta_mfcc_18_max,delta_mfcc_19_mean,delta_mfcc_19_std,delta_mfcc_19_min,delta_mfcc_19_max,f0_mean,f0_std,f0_min,f0_max,centroid_mean,centroid_std,rolloff_mean,rolloff_std,speaker
-259.08514,111.54292,-6.928258,23.073046,3.6279624,8.707975,-19.825405,8.071934,-3.8828948,9.06139,-2.9245362,1.3052751,-0.7389998,8.310277,-1.6242776,-1.0338551,-2.5491006,-0.387894,-1.2816789,-0.44948563,55.345802,47.141224,34.367706,22.0429,15.612344,13.103576,12.26063,11.623721,9.805161,9.008681,8.132058,7.0515246,6.9050136,6.7614164,6.0250607,4.914624,5.3633347,6.6523685,7.4863915,6.4591336,-381.94934,-11.70256,-134.35448,-44.395916,-63.169434,-30.026756,-48.680885,-28.63042,-31.099705,-16.377949,-24.697756,-18.580807,-20.80815,-8.281541,-18.87511,-18.439838,-21.213198,-25.263735,-24.802162,-18.869755,-118.43976,201.02077,68.034195,87.699295,35.650307,46.762024,10.477227,35.799965,23.270655,33.932396,25.37981,18.541039,13.027435,29.777653,14.557744,13.633426,10.352098,25.847233,43.74151,31.76484,0.11465587,-0.43184716,0.28259245,-0.056317978,0.0048559634,0.025728686,0.0085176965,0.018996906,0.028756555,-0.0072278734,-0.022842428,0.0023831038,0.033453275,0.003599669,-0.029107904,0.007813471,0.015146457,0.0185479,-0.02570939,0.027383791,9.725477,10.205916,7.230882,4.385741,2.7794755,2.5787458,2.267351,1.88927,1.8742657,1.4590712,1.5118463,1.1711794,1.3692319,1.1612806,1.1107132,0.911449,0.9940326,1.163456,1.3345984,1.277669,-21.831533,-27.747593,-21.897354,-16.221712,-10.008055,-8.127697,-5.447671,-4.949331,-5.4385276,-4.495375,-4.3753476,-3.2723527,-3.7763948,-3.8266163,-2.6567812,-2.9191432,-2.9347425,-3.6997588,-4.9910955,-5.2878547,31.585262,25.154062,17.737299,11.006494,11.382545,7.1888394,6.7431345,4.7020564,6.7808075,3.6482682,4.234526,2.6856549,3.273714,3.2467933,3.3438556,2.5968473,3.0416281,4.7405496,6.826633,5.007633,221.07658278086978,51.141491554987915,65.40639132514966,389.7377084050387,2136.023969734089,1294.859224162777,4008.1234819098026,2250.9635623982113,vl
-253.52827,129.5772,-17.714022,28.154501,-3.084254,1.2283021,-11.412757,-0.90438014,-6.1958756,3.2177477,-4.427716,10.595391,0.9821985,5.0095377,2.8536794,-3.1682622,0.15055794,-1.3512224,-3.4151752,-3.7715087,55.85061,37.78857,30.050402,20.148083,17.99504,13.73734,13.69192,11.098752,9.905031,9.48182,7.717918,8.21245,6.900933,6.735895,6.9703484,6.54654,5.163912,5.431918,6.227626,5.787426,-375.00015,-13.488577,-97.23793,-28.608994,-59.170303,-40.68591,-53.303814,-33.62473,-30.435818,-26.57491,-23.900738,-9.037613,-17.143082,-15.307087,-19.810743,-24.140469,-15.478865,-18.349537,-24.283972,-23.96505,-109.50391,195.77463,72.16669,82.135284,47.383396,32.64141,24.066643,26.287891,25.621456,25.072756,16.305496,39.13835,19.823393,24.699064,20.69611,12.11405,13.762989,12.223666,11.5732355,17.736599,0.4566536,-0.4145352,-0.13470982,0.022554614,0.08120797,0.0036456115,0.0057228957,0.01793917,0.07023906,0.017521247,-0.0035937391,0.03377814,-0.0028802569,0.0069399355,0.0040547047,0.029321503,-0.008504045,0.00032086382,-0.0048153913,0.004541426,12.212947,6.6542006,6.155716,4.0915103,3.4072585,3.0261075,2.6671827,1.9971752,1.7663676,1.9462236,1.306941,1.562748,1.1501979,1.146678,1.2942641,1.1330556,1.008653,0.94641846,1.2151746,0.98485124,-25.237707,-22.849276,-16.30781,-9.795774,-9.838061,-8.421881,-7.3734593,-5.9336276,-6.074756,-5.2512245,-2.974751,-4.8985233,-3.2575803,-3.7513733,-2.9008346,-3.0341825,-2.8851523,-3.4233897,-3.95519,-3.3494658,32.80509,23.065277,14.739459,12.653939,10.852024,9.884342,6.699552,4.5869436,4.5824404,6.3129644,3.865468,4.9616184,3.8010411,3.2048802,3.5353901,3.5727391,2.480494,2.3704545,2.727193,3.9436266,206.28503503730278,41.00495197442887,65.40639132514966,323.96475278211557,1684.229446592208,885.0017930580049,3203.1763771570477,1649.0622698145207,vl
-194.68,103.66015,-8.027982,30.541254,-12.908253,2.0325553,-17.456007,-12.659746,0.24594322,3.3193948,4.785778,2.8529787,0.15777588,1.1951618,-5.3715196,-0.94903755,-2.2465687,1.379486,-0.24851267,4.510093,66.55454,49.495743,37.96442,24.815994,27.309767,19.228893,16.36318,15.569827,11.649757,10.077724,9.610655,8.989544,9.887966,8.14901,9.303721,8.103706,8.6119795,9.535819,10.740282,11.056067,-353.93652,-34.613983,-133.74387,-26.630537,-106.951035,-55.869736,-65.15856,-56.390778,-29.000423,-28.149498,-22.443678,-27.27699,-29.273026,-24.189575,-36.107628,-30.752728,-18.883652,-24.249458,-25.21403,-14.686352,-56.27536,188.89232,77.839264,101.52971,41.47354,45.27952,19.830153,19.081879,36.950867,31.900814,30.280468,25.15989,23.443138,27.111095,15.5451565,31.016556,43.961487,51.924778,52.554955,58.22763,-0.2815777,-0.30932096,0.18784164,-0.00884546,0.05052562,0.07200876,0.024220882,0.104456455,-0.014777217,0.044765934,0.0319821,0.0035160666,0.07318446,-0.015419086,0.03136634,0.050242085,-0.027023809,-0.0427495,-0.12151608,-0.07517792,13.300545,10.158673,8.359524,4.335874,5.096255,3.7098374,2.8952112,3.0096388,2.3325353,2.0249941,1.6326598,1.4587967,1.5732265,1.3982321,1.5260379,1.5585899,1.5859814,1.8985367,1.9401382,1.8146493,-32.41173,-25.233952,-25.58735,-12.692415,-14.784214,-10.249434,-8.678798,-9.299811,-6.260192,-7.8768344,-4.38713,-3.5647805,-3.8347292,-4.089477,-3.7302117,-5.074792,-7.089037,-9.677927,-8.402568,-7.3026834,40.657284,25.822487,20.632536,12.280319,16.822353,9.801223,8.562323,8.559038,6.2446012,4.940353,4.995816,4.282245,4.442031,4.519713,5.302364,5.866315,5.500206,9.134345,4.943713,6.228447,285.9551572009622,96.95851045215632,170.6259238017108,682.5036952068432,2151.787903670209,1341.0816451908809,3893.313039261891,2261.000990157111,vl
-206.92094,111.560715,-11.837615,35.59138,-4.616452,2.0156322,-12.845382,-13.573797,-2.2980509,5.367716,-0.07020213,7.9534483,2.1879542,2.7690165,1.7905722,-2.2473624,-3.095341,2.4337833,-1.5110853,-0.28577924,64.047935,47.774117,40.14368,24.263264,21.872337,17.927336,15.909815,18.126274,10.8537855,10.537582,8.399625,7.5794425,8.109252,6.770513,7.6371074,7.0151806,6.2801766,5.7917724,4.9490333,5.4897757,-364.04688,-41.071007,-112.72734,-7.1311626,-83.39613,-45.581123,-57.67333,-57.09542,-34.430153,-19.695505,-26.034645,-8.947656,-19.680212,-16.25457,-19.759556,-20.894226,-22.476591,-12.054363,-19.262455,-14.171315,-61.910522,184.91917,83.64992,103.33525,30.941212,49.14587,30.34327,23.849026,44.55931,37.052574,18.489521,35.109146,21.430725,19.5598,23.564995,13.814262,14.576151,21.632088,15.9549265,12.971151,-1.0081471,-0.25639033,0.31751075,-0.019430278,0.21408334,0.092636846,0.06991288,0.25966838,0.025630051,0.007871125,-0.07870495,-0.0724925,0.06587673,0.073745094,0.04025583,0.028819155,0.10929093,0.040180393,-0.0032556646,0.017267512,12.316174,8.634629,6.8126903,4.5383825,4.075597,3.328767,3.061218,3.087414,1.8977789,1.8735511,1.6254125,1.4871286,1.427705,1.3297453,1.5849284,1.3518379,1.2003129,0.9324115,0.86057675,1.0228691,-33.94304,-25.033058,-16.915276,-12.476217,-12.338136,-10.5416975,-8.235466,-7.4788113,-4.524515,-6.0602064,-4.16178,-3.4059198,-3.4987144,-3.133563,-5.2319155,-2.9953709,-3.4189425,-2.6754525,-2.3818545,-3.1736667,33.254513,24.033783,17.204077,11.841534,12.775601,6.859314,6.946462,7.3667936,6.800098,5.2014117,3.602706,3.9355996,4.198924,2.848119,4.1236787,3.9229605,3.54373,2.5646315,2.8996406,2.2360747,179.29592679455413,46.50186541606617,65.40639132514966,267.74077300753,2054.4404679998347,1275.9041902832325,4008.7499399654203,2031.2285458262995,vl
-234.67963,119.437485,-9.742,14.750659,-17.78264,2.6259613,0.5141051,-12.772165,5.674373,-4.6352816,-1.2500414,1.5009778,-14.450711,7.3710976,-16.310427,-1.4381691,-5.399217,-1.98487,-11.82346,0.83249885,41.91002,37.87802,24.575449,18.45594,16.835052,11.830308,11.136715,15.1949005,13.797654,12.558763,6.867118,7.749643,10.55532,9.142428,8.161817,5.784461,5.7589545,7.003059,6.3160586,6.699532,-335.47052,8.3380165,-78.41391,-43.911026,-83.72923,-35.02472,-30.157084,-52.24778,-21.065033,-47.486443,-20.867598,-18.872091,-47.168724,-18.763973,-41.720375,-18.917332,-22.145563,-22.89027,-30.411339,-18.39115,-131.36998,189.19891,61.214867,59.623753,17.985023,27.335932,31.961266,19.622177,42.943604,22.37444,18.987759,29.93934,11.220918,32.6804,7.7723885,14.643626,12.419119,21.245571,6.053967,20.294876,0.052042056,0.025593981,-0.03854191,0.052495297,-0.12653074,-0.01030429,-0.017926065,-0.041040793,0.044707354,-0.03867733,0.02348128,-0.046843804,-0.010250882,-0.04215982,-0.00035349454,-0.009684092,-0.00801504,0.03265272,-0.0012569051,0.019488718,8.240201,7.460995,5.1555324,3.1302156,3.73895,2.2209806,2.12659,2.6048148,2.799782,2.132958,1.2724062,1.4590949,2.1855037,1.6005081,1.5540718,1.0427396,1.1541055,1.2340955,1.1674086,1.167951,-20.96043,-25.252285,-16.32918,-7.8549705,-11.902142,-6.1763225,-5.945284,-7.0515065,-7.4701977,-5.950746,-3.685596,-4.526727,-5.877592,-4.772151,-5.33084,-3.3652132,-3.9342928,-4.3605385,-3.0988681,-4.12781,20.33346,18.964504,15.060094,9.312532,12.76698,5.2664995,5.954093,6.903106,7.3584,6.493136,3.0219142,3.6473064,6.358619,5.1163826,3.6982315,2.921434,3.2287798,3.8018749,3.0545843,3.2349732,227.1593797768411,39.63731508998045,69.29565774421802,320.24370022528115,2023.456077323171,1034.836139460128,4054.212530361804,1999.6605105589526,mb
-227.07544,125.064095,-7.077577,11.732484,-20.183798,-3.9226134,-0.05303155,-13.16791,4.1165633,-2.273356,1.9004401,0.87946206,-12.634718,6.704894,-14.038031,-4.420616,-8.77628,-2.6556144,-13.219147,1.1176908,50.07275,33.022358,26.059301,16.052792,16.577232,11.905213,12.481352,15.295328,14.289126,10.312674,7.3738947,7.415206,10.561752,7.0695295,9.062726,5.817387,6.44263,7.3577914,5.97762,7.0152903,-349.83435,-1.6064346,-85.49233,-38.545677,-79.185196,-42.72953,-31.589157,-53.70262,-32.303772,-32.784134,-21.848461,-19.983984,-44.873375,-10.760158,-40.513836,-22.475796,-27.528652,-22.870903,-32.05258,-25.982018,-98.94417,183.87521,67.7769,57.688713,12.889402,23.41446,37.654297,34.20995,49.80703,25.58139,20.6675,25.627176,8.146181,32.49609,3.9438062,9.483482,9.227804,24.93615,2.2453926,27.218958,0.34199187,-0.20187247,-0.0020855772,0.01011109,-0.04885607,0.014044069,0.029648872,-0.054917056,0.062221166,-0.014416354,-0.0085250875,0.013273109,-0.064667724,0.037533816,-0.0660874,0.018029377,-0.0027817301,-0.00073130167,0.0051186476,0.0118225645,9.439905,7.0711446,5.500115,3.0225835,3.3823588,2.4320753,2.1067853,2.8522625,2.9244149,1.7933334,1.3473169,1.3258957,2.0578363,1.328647,1.8159306,1.0205607,1.2055376,1.4553854,1.2075477,1.4048584,-24.571287,-20.883505,-13.166247,-6.697493,-9.530286,-7.1279707,-6.017628,-7.625477,-6.7589626,-4.586171,-3.2319744,-5.0839834,-6.1615744,-4.7820997,-4.752404,-2.778316,-3.5003035,-4.6145296,-4.199705,-5.8193526,28.883638,22.065619,11.85233,8.16323,8.598828,5.80226,5.0977006,8.756862,6.935189,4.7194405,4.0893393,3.9718149,6.045358,3.2851915,4.9178033,3.019783,3.6924758,4.2766805,3.2498896,4.225405,223.96148100984158,27.289857137457584,121.34967043801211,275.58617649730814,1822.8659266721372,971.1177034670826,3648.1792547310033,1959.5525911449224,mb
-236.04716,120.42678,-5.9192777,12.956684,-17.571264,-3.7623131,0.81269944,-12.650948,1.6631962,-3.185407,1.4646574,0.89200366,-12.1198,7.13446,-12.028572,-2.4899511,-8.052135,-2.7182124,-11.814582,0.91761416,44.1423,32.502354,25.989412,18.752693,14.663603,12.134189,10.355433,14.824373,13.090581,10.039649,6.159647,7.1793838,9.299546,7.5898056,8.5955,5.3749757,6.6611967,6.7280617,5.955987,6.6771517,-336.58514,9.636864,-116.106964,-43.848774,-64.423134,-41.18969,-28.881481,-51.0448,-24.476791,-37.200356,-12.94884,-22.146877,-40.86479,-22.94159,-41.161217,-16.37244,-34.599747,-23.443432,-37.543766,-18.869347,-87.56383,197.17908,68.14877,53.121845,17.551855,36.43188,29.176807,22.143408,40.479713,21.9333,18.081947,25.94353,10.330913,29.977558,6.8067636,17.380398,9.461238,30.477726,12.454525,41.30191,0.28096208,0.12092338,-0.11400566,-0.06524359,-0.04924099,-0.013423849,-0.012496538,-0.025099859,0.092843235,0.013599626,0.016560998,-0.019671993,-0.07506552,-0.0076712966,-0.017239375,-0.006657449,-0.023385417,0.050335124,-0.005222698,0.0015955474,8.192161,6.9569974,5.3536954,3.6535401,3.1070685,2.0974429,1.7402275,2.8021555,2.5954032,1.9351801,1.2068417,1.3724718,1.7205216,1.4905831,1.6764755,0.9746426,1.1818751,1.2814069,1.1603847,1.2982417,-17.096025,-23.576977,-16.048193,-10.584619,-7.599985,-7.107537,-5.9883676,-7.209709,-6.344601,-5.6952624,-3.4652374,-3.6972923,-5.047327,-5.1858115,-4.8155193,-3.1846933,-3.3433928,-4.7357497,-4.043119,-4.760064,36.356926,19.718422,15.546114,9.028504,8.3831215,5.927341,4.4141073,7.1732945,6.5314403,5.997293,3.2969813,4.608208,5.1428504,5.091785,5.8514256,3.4267495,3.8247826,3.8115041,4.643029,5.8364472,224.53362429404388,46.853845191863904,66.93519325188251,363.6381399878532,1969.9830431706334,997.828791243679,4014.918181735789,1984.7404395093245,mb
-231.82845,123.50671,-6.2696347,9.053337,-21.18619,-3.6379378,2.3613908,-13.333557,3.6258712,-2.164716,1.966646,-1.7999847,-11.917511,5.3721175,-14.492865,-3.7064977,-9.405928,-2.1343224,-11.9701185,1.5752976,39.85195,35.005165,25.948828,19.713017,16.002789,12.14228,11.264204,13.494432,12.361092,9.023349,6.3379126,7.221843,9.1701,8.02733,8.293801,5.791991,5.8562336,7.7526016,5.564703,5.677509,-358.3451,24.040497,-79.68588,-42.156494,-70.62741,-42.690666,-24.822506,-43.53215,-26.839954,-38.17252,-18.368746,-22.458244,-43.709072,-22.706093,-48.88443,-18.675919,-29.218857,-27.871487,-31.00455,-17.409252,-131.87224,191.57889,66.06528,51.618935,13.817252,35.89335,38.706696,17.332417,44.78257,18.73735,19.734053,19.721424,6.0013533,26.103687,3.4632852,15.172312,6.209814,23.156021,6.874515,23.335682,-0.1417187,-0.023471704,0.0059761037,0.015581388,0.021055002,-0.0039341343,0.0017297583,0.030439956,-0.0127109075,-0.024036594,0.027780205,0.008133063,0.051023725,0.006404797,0.04271725,0.018990494,0.008294493,-0.00082685996,-0.029974164,-0.018039392,7.982152,7.385432,5.200808,3.7423656,3.2396,2.4201891,1.9894121,2.6089637,2.5755067,1.8174877,1.3077773,1.2360554,1.8611156,1.4847063,1.5654693,0.99299353,0.9930622,1.492254,1.0466304,1.0914613,-26.889597,-19.161205,-14.537136,-11.002243,-9.027886,-7.1707845,-4.723478,-5.8706403,-7.1149745,-5.7309327,-3.1857238,-3.7415028,-5.5500636,-4.581473,-4.1898155,-2.683282,-2.936623,-3.664144,-2.5758696,-2.8067055,21.616632,17.09436,11.304858,10.257725,8.4944315,10.498449,6.581026,6.439691,6.0800037,6.143815,3.920954,3.436175,5.1564093,4.3764334,5.143573,3.282155,2.8506308,4.952863,2.8072534,2.8327081,229.02275647597793,41.0902211822903,102.04250286354403,351.2512899969259,1926.7486569668195,970.1180260746837,3870.1061416944603,2123.341909660087,mb
-215.17557,128.63803,-7.088951,9.632741,-18.017418,-16.223183,-7.1714954,-11.357057,0.454847,-5.485894,2.60618,5.460203,-12.392374,4.1203585,-11.491265,-0.86734045,-11.117845,-6.4881363,-7.1110635,-2.4157577,46.627167,36.72985,26.170277,22.49139,17.42816,13.831594,12.276692,13.117285,13.847937,10.353871,8.436089,8.852379,9.774621,7.4002943,9.067608,5.7214684,7.0989327,6.820449,6.489095,6.576933,-318.5214,1.4619718,-106.993126,-49.215195,-67.4819,-54.52146,-37.367867,-52.43017,-29.175186,-35.976395,-21.830662,-15.791908,-42.862778,-14.884035,-37.64158,-17.275356,-34.38116,-30.924477,-30.29555,-22.552946,-58.68878,199.87418,70.73537,63.45565,15.633864,18.839478,33.92895,23.635008,42.531517,18.58436,27.877419,35.41177,8.349375,30.426771,7.459136,16.34306,7.3150396,12.514318,10.9613695,22.160446,0.16962606,-0.09994459,-0.011548626,0.02842816,0.014774977,-0.022216922,-0.026619064,-0.02488065,0.011491875,0.0036773859,0.015820224,-0.017380606,-0.015509789,0.029983189,-0.021605724,0.0011931069,-0.029866114,0.0019315357,-0.04172896,-0.0008752562,8.826235,6.6522517,5.373412,4.395222,3.410102,2.850709,2.3360648,2.770464,2.6644099,2.153807,1.5107629,1.6161512,1.9429219,1.4174044,1.5577234,1.1034,1.3684009,1.1956971,1.3261198,1.2524613,-29.055752,-19.107897,-16.518637,-10.73493,-9.016106,-7.86152,-7.3440604,-8.424615,-7.4260855,-5.8837767,-4.0213733,-4.650133,-6.8986707,-4.62923,-4.441416,-2.7396014,-4.609948,-3.457139,-4.770157,-3.444075,29.574835,21.109678,13.327316,13.749612,8.78975,8.380398,6.4205127,7.6776433,8.292725,5.5973034,5.470164,4.3989973,5.698907,3.6526928,4.9632025,3.1336288,3.5213947,3.6522422,4.4578276,5.0541854,226.36653827409333,56.56120517144539,96.31529725464738,335.38934511626763,1731.5326052672995,1085.388235144171,3205.1248572542054,2037.7113732259488,mb
-186.29686,104.51516,-12.246498,14.427734,-20.459898,-4.7932777,-6.485129,-1.8531948,1.8822803,-4.5774665,-2.1020818,-2.331136,-10.257172,4.110556,-9.169515,2.0270715,-5.1458306,-1.4492391,-10.558694,0.6737637,69.94349,37.84839,28.428228,20.75873,15.49216,16.126827,10.824333,13.568259,11.56638,12.936488,8.189978,8.018449,7.626179,5.9238067,8.547083,6.3326244,8.583412,7.1147785,7.95853,6.362944,-312.58057,-10.878728,-99.43838,-26.442001,-62.766674,-54.78122,-30.814167,-44.862526,-34.440647,-37.781227,-23.674923,-21.37593,-30.066254,-12.59708,-34.420296,-12.929615,-32.4618,-16.055841,-38.432407,-12.958313,68.79948,166.83469,53.74906,71.262436,10.459366,28.983282,27.199162,23.32267,33.067055,25.65637,20.49868,22.66378,6.3867807,18.512453,6.8146963,16.853313,12.240521,22.100395,6.4039164,19.351109,-0.44594762,-0.1404732,0.093242586,-0.18957943,0.05465165,0.13841459,0.047018077,-0.025557768,0.047472358,0.15826038,-0.049758103,0.013793664,0.06588316,0.027534347,0.027631927,0.0061608898,-0.02964988,-0.012651088,0.07990203,0.007926472,15.123708,7.3945794,6.044048,3.924129,3.1583104,3.1165135,2.1934538,2.1210408,2.2566195,2.3984601,1.3765942,1.3457805,1.602514,1.2607334,1.5618083,1.1925273,1.1754026,1.2181786,1.3547857,1.16753,-43.268055,-16.308764,-17.01783,-12.30255,-9.483782,-7.7920504,-6.065123,-5.2241497,-8.6204605,-6.994369,-3.782309,-3.350953,-4.0080013,-3.281415,-4.042351,-3.219337,-3.6386228,-3.593718,-3.081793,-3.316374,39.091354,22.66334,13.233502,8.227977,6.9874277,8.51382,7.5635495,5.9792414,5.0609784,5.3796997,2.9781148,3.8260143,3.513395,4.1518793,3.3668518,2.859662,2.478507,3.2539616,4.4056783,3.4659517,233.08861341560268,19.34600462877263,193.74649219115264,290.2917403700367,2168.642648820689,1169.3986687982933,4195.054971018145,2048.0506673532145,mb
-229.2439,127.2111,-11.635949,12.877247,-22.067745,-3.113878,1.5026705,-13.45777,6.015178,-6.6393437,2.3758879,2.6651833,-14.947306,5.7017655,-14.951114,-3.8076034,-8.970221,-2.6654935,-11.407186,-0.60696733,46.162106,34.921383,24.953762,18.206596,17.140644,12.69412,11.554358,14.587305,14.58268,11.223625,6.755076,7.9975476,10.21866,8.078607,8.345496,5.870573,6.4172015,6.9820175,5.6634207,6.2294316,-330.3628,8.978668,-66.54811,-28.098839,-69.80421,-36.06182,-29.278854,-47.046844,-25.56519,-46.255333,-15.060265,-17.330284,-44.61537,-15.475848,-47.50733,-23.159634,-28.912159,-23.492777,-27.910776,-17.09898,-146.855,192.12103,82.12689,68.65448,7.8954864,44.246464,29.248703,15.816292,51.674126,23.570875,19.534248,26.311714,6.770381,27.703743,2.7281513,11.333863,9.934562,15.381418,7.7767844,13.969761,-0.44172615,-0.1481942,-0.04680105,0.064057425,0.16523676,0.07144921,0.031948816,0.09118929,-0.05658538,-0.034486942,-0.00087559153,-0.04414755,0.12024302,0.038354952,0.01757107,0.012091286,0.03269447,-0.020221783,0.041669294,-0.04926714,9.374617,6.766181,5.049199,3.8371825,3.388748,2.5004861,2.1014216,2.8317146,2.824238,2.1704743,1.2151116,1.5045621,1.937339,1.5520903,1.5895034,1.1175709,1.1610173,1.3246,1.1064035,1.0821695,-26.793638,-17.53437,-12.4512615,-13.010333,-8.555581,-6.238813,-5.478089,-6.616944,-8.428237,-5.5203586,-3.3923655,-3.8340514,-4.875744,-3.876826,-6.273977,-3.2315872,-3.2469828,-3.2723074,-2.9761224,-3.4022782,23.773182,23.15546,14.791022,10.228979,8.382839,9.270528,6.111254,7.084747,8.936437,5.515519,3.3005276,3.7731118,4.8709087,4.302157,4.311748,2.5969062,3.831235,3.0758605,2.8514667,2.77141,233.82634883267943,34.200031294452145,68.49972922973525,302.26980244077964,1803.1857261568364,948.5021456332016,3534.719366776316,1952.7343660500503,mb
-197.09755,112.0376,-20.572222,23.120453,-19.470156,-8.492937,-13.366247,-7.441053,6.588084,-10.369634,-0.33661002,-0.3045436,-14.219462,6.0393357,-8.514256,-0.32722497,-0.7250145,-2.510881,-10.872366,0.83813274,45.34911,36.422695,31.006588,19.753677,16.062212,12.480177,15.613804,13.164376,14.149241,11.970693,8.208105,7.953697,7.7856874,6.3362293,8.011539,7.0447206,6.7211466,6.416065,6.9847994,7.5230665,-310.00153,-14.425359,-121.64745,-29.772213,-71.03531,-40.73619,-48.666077,-35.913616,-21.599707,-42.229362,-21.14352,-22.782501,-36.67314,-15.346628,-36.998177,-20.428997,-21.761955,-26.237167,-31.290792,-15.976202,-89.66522,182.91766,65.2138,93.767654,16.674202,22.55732,30.755478,24.598305,45.928856,14.842897,27.067574,20.460096,8.313814,23.32797,11.879278,23.171501,16.431969,16.950085,13.51237,26.037584,0.21183552,-0.053249437,-0.085702986,0.06394646,0.029426115,-0.029287001,-0.025800893,0.000103949395,0.015470389,-0.06414389,-0.034491133,-0.04114043,0.027636942,0.014315295,-0.010218815,-0.008530559,-0.03004994,0.0089123845,-0.035736006,-0.038635675,9.025639,7.36108,6.0093584,3.9210835,3.2171333,2.64588,3.037208,2.5020175,2.6680694,2.399037,1.5884008,1.4563472,1.3619053,1.1885371,1.4255877,1.2754447,1.2381114,1.2270225,1.3331318,1.3619642,-18.864325,-20.557459,-17.097582,-9.931122,-9.9917,-6.6841254,-9.9455385,-6.135672,-7.2403016,-5.7263885,-4.6038485,-3.5369394,-3.4274948,-3.4086876,-5.561925,-3.8825378,-3.5475996,-3.0817096,-4.5994864,-4.0921025,31.278942,23.499453,16.73867,10.697117,9.588275,7.317728,9.751238,7.7015176,6.5487323,6.777032,5.8206563,3.8407907,3.7544515,3.2313788,3.7469468,4.108929,3.5465152,3.7820232,4.6233625,4.43109,219.8336983635154,11.904124345333626,186.06888929891866,260.1187129259726,2037.2962345819851,1098.0331423853859,3968.2296009462007,1910.5414118279555,mb
